Batch_ID;KLT_ID;B1;B2;B3;B4
5;51;0,0572;-0,0562;-0,0956;-0,2656
5;51;0,1552;0,4197;-0,3739;-0,1987
5;51;0,0196;0,0435;-0,1922;-0,04
5;51;0,1116;-0,3059;-0,2579;-0,0403
5;51;0,1165;0,0154;-0,0275;-0,1398
5;51;0,2117;0,1546;0,0637;-0,0603
5;51;0,1205;-0,1727;0,1518;-0,0737
5;51;-0,0358;-0,1042;-0,0755;-0,1501
5;51;0,0936;0,0098;0,1429;-0,2057
5;51;0,1118;0,3331;0,084;-0,403
5;51;0,0679;0,112;-0,2735;-0,1049
5;51;0,1255;-0,023;0,0747;0,0441
5;51;0,111;0,3682;0,2152;-0,4776
5;51;0,1972;0,282;0,1131;-0,2281
5;51;0,1132;0,1462;-0,2087;-0,2479
5;51;0,0715;0,2684;-0,1455;-0,0437
5;51;-0,0754;-0,0173;-0,0413;-0,244
5;51;0,0702;0,3043;0,256;-0,4934
5;51;0,0655;-0,0041;0,013;0,0159
5;51;0,067;-0,0326;0,2335;-0,125
5;51;0,0714;0,1528;-0,0388;-0,0135
5;51;0,0391;0,1948;-0,1094;-0,3703
5;51;0,0781;0,2555;-0,077;-0,1504
5;51;0,0644;0,0468;-0,077;-0,3868
5;51;0,0826;0,0964;-0,2418;0,1606
5;51;0,1301;0,1541;-0,0418;-0,0855
5;51;-0,0266;0,2674;-0,0713;-0,0122
5;51;0,1357;-0,157;0,1707;0,0163
5;51;0,0945;0,0848;-0,3233;-0,0969
5;51;0,07;0,1987;-0,0419;-0,3216
5;51;0,1484;0,5988;-0,1016;0,0886
5;51;0,1327;0,094;0,1528;-0,334
5;51;0,0995;0,3877;-0,0415;-0,1162
5;51;0,1224;0,2039;-0,3438;-0,3337
5;51;0,0724;0,2259;-0,2862;-0,0336
5;51;-0,0542;0,0353;-0,0215;-0,3043
5;51;0,0636;0,1076;0,0847;-0,1592
5;51;0,1599;-0,0582;-0,0608;-0,0997
5;51;0,0693;-0,2243;-0,1516;-0,0991
5;51;0,1191;0,3446;-0,1532;-0,0252
5;51;0,0712;0,2233;-0,2767;-0,0365
5;51;0,1417;0,4008;-0,41;-0,2326
5;51;0,0685;-0,1231;-0,1338;-0,1533
5;51;0,1861;0,0178;-0,0479;-0,1365
5;51;0,0426;0,0666;-0,2042;0,1999
5;51;-0,006;-0,1069;-0,1617;-0,3984
5;52;0,0331;-0,064;0,0885;0,2
5;52;-0,0672;0,065;0,0328;0,1906
5;52;0,0258;-0,2342;0,1427;0,2182
5;52;-0,0103;-0,4037;0,1893;0,1249
5;52;-0,0663;-0,039;-0,0193;0,4124
5;52;0,088;0,0278;0,0189;0,2243
5;52;-0,1117;-0,3412;0,0749;0,2047
5;52;0,0665;-0,0795;-0,0675;0,3173
5;52;0,079;-0,0237;0,1302;-0,1303
5;52;0,0104;-0,0466;0,3074;0,4252
5;52;-0,0694;0,0881;0,1103;0,1999
5;52;-0,0247;-0,0917;-0,0742;0,1895
5;52;0,0411;-0,0068;0,0966;-0,0793
5;52;0,0516;0,2757;-0,0029;0,0678
5;52;0,0215;0,0162;0,0797;0,2084
5;52;-0,0388;-0,5395;0,0773;0,118
5;52;-0,064;0,2441;0,0567;0,0536
5;52;-0,0266;-0,1355;-0,075;0,248
5;52;0,0461;-0,3404;0,0836;0,175
5;52;-0,0285;0,2169;-0,146;-0,0617
5;52;0,0196;0,0206;0,2238;0,2715
5;52;0,0238;-0,0315;-0,0191;0,0373
5;52;0,0506;-0,3697;0,061;-0,0105
5;52;0,1282;-0,0074;0,0016;0,3896
5;52;0,0115;0,1168;-0,0496;-0,1256
5;52;-0,0221;-0,2144;0,0116;0,0074
5;52;0,0183;-0,1551;0,084;0,2509
5;52;0,0694;0,1375;0,0141;0,0399
5;52;-0,0929;0,0379;0,1543;0,0174
5;52;-0,0242;-0,101;0,0355;0,0644
5;52;0,0525;0,0431;0,1433;-0,0653
5;52;-0,0585;0,1386;0,1301;-0,0072
5;52;0,1017;0,1129;-0,0253;0,1149
5;52;0,0067;-0,0477;-0,0511;0,1396
5;52;-0,1578;-0,0303;-0,0223;0,1512
5;52;-0,0842;-0,3027;0,1897;0,0988
5;52;0,0161;0,4651;0,2415;0,1549
5;52;-0,0304;-0,2586;-0,0177;0,1881
5;52;-0,0164;0,2281;0,158;-0,0385
5;52;0,0017;-0,0816;-0,0943;-0,1383
5;52;0,0286;-0,0933;0,0681;0,0022
5;52;-0,0894;-0,0313;0,0766;0,3165
5;52;-0,0018;-0,2703;0,1082;0,0618
5;52;0,0134;-0,0091;0,1586;0,2446
5;52;-0,0247;-0,0263;0,1777;0,2263
5;52;-0,0078;-0,2201;0,1583;0,1949
5;52;-0,105;0,355;0,2275;0,175
5;52;-0,0529;-0,0149;-0,0258;0,1361
5;52;0,1453;-0,2233;-0,019;0,0035
5;52;0,0367;-0,1604;0,1242;0,179
5;53;0,1091;0,1626;-0,034;-0,0697
5;53;0,1073;-0,1058;-0,0644;-0,1206
5;53;0,0205;0,239;0,0928;-0,0257
5;53;0,0002;-0,3441;-0,0367;0,007
5;53;0,0954;-0,3847;-0,053;-0,0281
5;53;-0,086;-0,1792;-0,1839;-0,1451
5;53;-0,0575;0,0011;0,0284;0,0005
5;53;0,0931;-0,0422;-0,0145;-0,2375
5;53;0,11;-0,0826;0,0733;-0,2915
5;53;-0,0541;0,1411;0,2392;0,0689
5;53;0,1198;-0,1076;-0,0931;-0,3846
5;53;0,0585;0,0898;-0,126;-0,0899
5;53;0,1504;0,3887;0,145;-0,1036
5;53;0,0857;-0,0109;-0,0319;-0,1187
5;53;0,0156;-0,1476;-0,1122;-0,0552
5;53;0,0168;0,0323;-0,0518;-0,029
5;53;0,0496;0,2441;0,1705;-0,23
5;53;0,1035;0,2831;0,3099;0,0834
5;53;0,0744;0,0789;0,2283;-0,034
5;53;0,0476;0,1358;-0,1671;-0,0516
5;53;0,0106;0,272;-0,2174;-0,0711
5;53;0,0604;0,1022;-0,1476;-0,1059
5;53;-0,0167;0,3117;-0,0839;-0,1709
5;53;0,0242;-0,1312;-0,1645;-0,2557
5;53;0,0375;0,263;-0,0697;-0,2342
5;53;0,0555;0,3052;0,0124;-0,0986
5;53;-0,033;0,0466;0,0754;0,0056
5;53;0,0057;0,2568;-0,0145;-0,1763
5;53;0,0742;-0,2662;-0,0281;-0,1537
5;53;0,0786;0,3173;-0,0517;-0,0002
5;53;0,0019;0,0607;0,0421;-0,0982
5;53;0,0805;0,2054;0,1321;-0,1897
5;53;0,1453;0,1707;0,0662;0,1342
5;53;-0,1133;0,1379;0,1071;-0,2131
5;53;0,0425;-0,1491;-0,1123;-0,0835
5;53;0,1133;-0,3736;0,0582;-0,0923
5;53;0,0924;0,3993;-0,0864;0,0023
5;53;0,1083;-0,0914;0,1327;-0,2546
5;53;0,039;0,2026;0,0093;-0,1
5;53;-0,045;0,022;-0,2257;0,1015
5;53;0,1213;0,1569;-0,1664;-0,091
5;53;-0,0384;0,3487;-0,1381;-0,4184
5;53;0,1128;-0,1113;-0,0668;-0,0964
5;53;0,1209;0,0495;0,0323;-0,0216
5;53;0,13;-0,2301;-0,053;0,086
5;53;0,0009;-0,0598;-0,2969;-0,3424
5;53;0,0551;-0,169;-0,0199;0,1314
5;53;-0,0113;0,4556;-0,1577;-0,3061
5;53;0,1637;0,1103;-0,0537;-0,3325
5;53;0,0749;0,1043;-0,0171;0,089
6;61;-0,0593;-0,0142;0,1744;0,0686
6;61;-0,1363;0,1671;-0,1089;-0,1377
6;61;0,0132;-0,0152;0,0964;-0,3081
6;61;-0,0733;0,2276;-0,0726;0,1011
6;61;-0,0741;0,0178;0,005;0,0471
6;61;-0,1052;0,043;0,2156;0,1386
6;61;-0,0056;-0,2788;-0,0339;0,071
6;61;-0,0226;0,1832;-0,0154;-0,0832
6;61;-0,0367;0,0949;0,0222;-0,0066
6;61;-0,0793;0,0615;0,0637;0,2105
6;61;-0,1203;-0,1723;0,0151;0,0072
6;61;-0,0954;0,1187;0,1566;-0,2208
6;61;-0,0355;-0,0404;0,0583;0,2394
6;61;-0,1052;0,0099;-0,0653;-0,2856
6;61;-0,0642;0,0352;0,0075;-0,1366
6;61;-0,1239;0,2788;-0,0641;-0,0038
6;61;-0,0553;-0,1075;0,1042;0,1727
6;61;-0,0262;0,1291;0,1376;0,0658
6;61;0,0251;-0,1513;-0,1755;0,0793
6;61;-0,0741;0,0343;-0,0757;0,1948
6;61;-0,063;0,2724;0,005;0,1604
6;61;-0,0275;-0,0733;0,1245;-0,0823
6;61;-0,0112;0,4885;0,1517;0,231
6;61;-0,0886;0,2887;0,1149;0,0426
6;61;-0,0715;0,1456;-0,0143;0,0628
6;61;-0,0626;0,2591;0,1461;0,0502
6;61;-0,0346;0,202;0,0271;0,0474
6;61;-0,1173;-0,08;-0,2205;0,0549
6;61;-0,0631;-0,0587;0,0289;0,2996
6;61;-0,0894;0,5584;-0,0861;-0,0275
6;61;-0,0882;0,2064;-0,0022;0,0802
6;61;-0,1042;-0,1127;-0,0795;-0,0202
6;61;-0,0381;0,3806;-0,104;0,1678
6;61;-0,0511;0,1138;0,102;0,1124
6;61;-0,1122;0,0172;-0,0883;0,2245
6;61;-0,0866;0,3522;0,0641;-0,0332
6;61;-0,0625;-0,1704;-0,0128;0,0918
6;61;-0,0268;0,0627;0,1235;-0,0416
6;61;-0,0315;-0,0131;0,0109;0,1771
6;61;-0,1305;0,2515;0,0622;-0,1537
6;61;-0,1971;-0,0728;0,126;-0,1893
6;61;-0,0128;0,0817;-0,1274;-0,1609
6;61;-0,0278;0,4601;0,2159;0,135
6;61;-0,0734;-0,2387;0,0608;0,0973
6;61;0,0042;0,3923;-0,1581;0,177
6;61;-0,0587;0,5312;-0,1569;0,1438
6;61;-0,0103;-0,2507;0,0187;0,0708
6;61;-0,2288;0,3127;0,1153;0,1432
6;61;-0,1061;0,1739;0,1143;-0,109
6;61;-0,0581;0,0078;0,1954;-0,2294
6;62;0,1536;-0,1125;-0,0761;-0,102
6;62;0,0471;0,413;-0,1921;-0,3811
6;62;0,0539;-0,2016;-0,3408;-0,2126
6;62;0,017;-0,0475;-0,0952;-0,3554
6;62;0,0645;0,0422;-0,0074;-0,6245
6;62;0,0455;0,2344;-0,2082;-0,6416
6;62;0,0045;-0,0268;-0,0948;-0,452
6;62;-0,0236;0,0845;-0,3249;-0,2321
6;62;0,072;0,1729;-0,1773;-0,545
6;62;-0,0476;0,042;-0,2573;-0,1939
6;62;0,0596;0,0758;-0,2864;-0,7472
6;62;-0,0647;-0,0327;-0,2082;-0,3071
6;62;0,0489;-0,4831;-0,2775;-0,4449
6;62;0,0451;0,4712;-0,12;-0,6818
6;62;-0,0245;-0,1073;-0,1599;-0,4901
6;62;-0,0928;-0,0822;0,2332;-0,5777
6;62;0,0945;0,0584;-0,1711;-0,4703
6;62;0,0952;-0,3916;-0,1147;-0,3026
6;62;0,0249;-0,1121;-0,1357;-0,4306
6;62;-0,0187;0,1175;-0,0678;-0,5592
6;62;0,004;-0,3171;-0,0035;-0,4538
6;62;0,0277;-0,0012;-0,2043;-0,4211
6;62;0,0965;0,0003;-0,0575;-0,3213
6;62;0,0156;-0,2846;0,034;-0,1884
6;62;-0,0079;-0,256;-0,1354;-0,1976
6;62;0,0718;-0,2797;-0,0059;-0,4675
6;62;0,0412;0,1453;-0,3385;-0,376
6;62;-0,0431;0,618;-0,0415;-0,5739
6;62;0,0639;-0,1848;-0,051;-0,2267
6;62;0,2097;-0,1096;-0,014;-0,556
6;62;0,0991;0,0746;-0,2942;-0,3352
6;62;0,1123;0,2176;0,0185;-0,4569
6;62;0,0305;-0,0844;-0,2627;-0,5365
6;62;-0,016;0,031;-0,0642;-0,4079
6;62;-0,0155;0,2062;-0,2201;-0,2736
6;62;0,1342;0,0214;-0,3993;0,0106
6;62;0,0815;-0,0395;-0,2097;-0,2094
6;62;-0,1115;-0,0699;-0,216;-0,4816
6;62;0,063;0,384;-0,2763;-0,5486
6;62;0,0625;0,0067;-0,0889;-0,3422
6;62;0,0002;-0,0082;-0,2147;-0,0451
6;62;0,0536;-0,0678;-0,2602;-0,3851
6;62;0,0441;-0,3627;-0,2082;-0,4911
6;62;-0,0238;-0,3372;-0,0678;-0,0639
6;62;0,1051;0,0841;-0,2601;-0,3033
6;62;-0,0291;-0,3702;-0,3349;-0,3091
6;62;0,0349;-0,1817;0,0386;-0,1809
6;62;0,0597;-0,07;-0,1578;-0,4883
6;62;0,1489;0,2147;-0,3395;-0,322
6;62;0,0154;-0,1644;-0,1807;-0,4387
6;63;0,1166;-0,0651;-0,2944;-0,6575
6;63;-0,0275;-0,0686;-0,3652;-0,5762
6;63;0,1046;-0,1114;-0,1475;-0,4541
6;63;0,0386;-0,1895;-0,3435;-0,6733
6;63;0,0813;-0,2109;-0,0182;-0,6
6;63;0,0261;0,0048;-0,2043;-0,4709
6;63;-0,0253;0,4399;-0,1201;-0,2296
6;63;0,0499;-0,0386;-0,1604;-0,1807
6;63;0,1114;-0,1547;-0,2675;-0,2303
6;63;0,0779;0,2232;-0,4105;-0,5004
6;63;0,0585;0,1167;-0,2523;-0,4428
6;63;0,1484;0,1243;-0,2211;-0,5923
6;63;0,1103;-0,1934;0,0849;-0,4644
6;63;-0,0221;0,0761;-0,2716;-0,2984
6;63;-0,0163;-0,0466;-0,1683;-0,1949
6;63;-0,0038;0,3405;-0,2933;-0,4154
6;63;0,0421;-0,1598;-0,1461;-0,4925
6;63;0,0814;-0,4603;-0,0914;-0,4345
6;63;0,0311;-0,1114;-0,2702;-0,5059
6;63;0,0705;-0,2089;-0,3292;-0,3679
6;63;-0,0658;0,2079;-0,1223;-0,2939
6;63;-0,0031;-0,1682;-0,2458;-0,1959
6;63;-0,0273;-0,103;-0,1967;-0,1551
6;63;-0,0323;-0,1787;-0,271;-0,661
6;63;0,0354;-0,108;-0,1738;-0,4213
6;63;0,0232;-0,1847;-0,2424;-0,2189
6;63;0,0478;-0,2676;-0,0685;-0,5048
6;63;-0,0194;0,1702;-0,0008;-0,2489
6;63;-0,0042;-0,1285;-0,2424;-0,4899
6;63;0,1274;-0,16;-0,1622;-0,5727
6;63;0,0459;0,2618;-0,114;-0,605
6;63;-0,0044;0,0786;-0,0338;-0,4859
6;63;-0,116;-0,1888;-0,0486;-0,0877
6;63;0,0668;-0,0916;-0,1002;-0,151
6;63;-0,0195;0,2753;-0,1789;-0,41
6;63;0,0148;-0,3795;-0,2574;-0,5829
6;63;0,0151;0,0937;-0,1996;-0,2538
6;63;0,0645;-0,0261;-0,1588;-0,3603
6;63;0,1261;-0,2101;-0,1242;-0,4669
6;63;-0,1015;0,1243;-0,2343;-0,539
6;63;0,0509;-0,0965;-0,0477;-0,2749
6;63;0,0756;-0,0584;-0,3254;-0,5642
6;63;-0,0769;-0,1332;-0,126;-0,2679
6;63;0,0048;0,0364;-0,2334;-0,4724
6;63;0,041;-0,3256;-0,2857;-0,1707
6;63;0,0596;0,1411;-0,0554;-0,5985
6;63;-0,0044;-0,1135;-0,2809;-0,3347
6;63;0,1738;-0,0792;-0,2151;-0,2375
6;63;-0,0357;0,2329;0,0232;-0,6538
6;63;0,0318;-0,1135;-0,349;-0,5403
